molecule_chembl_id,canonical_smiles,canonical_smiles_rdkit,smiles,endpoint,target_pKi,target_value,p_endpoint_mean,p_endpoint_std,p_endpoint_min,p_endpoint_max,p_endpoint_range,high_replicate_spread,n_activity_records,n_unique_assays,n_unique_documents,n_unique_original_smiles,n_unique_rdkit_smiles,median_standard_value_nM,min_standard_value_nM,max_standard_value_nM,heavy_atom_count,mol_wt_rdkit,assay_type_set,assay_chembl_ids,document_chembl_ids,activity_ids
CHEMBL512351,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,pKi,9.926316446103106,9.926316446103106,9.926316446103106,0.007774910801316571,9.920818753952375,9.931814138253838,0.010995384301462963,False,2,2,2,1,1,0.1185,0.117,0.12,32,451.91400000000016,B,CHEMBL1273257;CHEMBL968695,CHEMBL1138586;CHEMBL1268866,2517466;3515048
CHEMBL226615,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)C2=NCC(C)O2)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)C2=NCC(C)O2)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)C2=NCC(C)O2)c1Cl,pKi,9.920818753952375,9.920818753952375,9.920818753952375,0.0,9.920818753952375,9.920818753952375,0.0,False,1,1,1,1,1,0.12,0.12,0.12,37,582.8970000000003,B,CHEMBL889317,CHEMBL1145379,1901388
CHEMBL258196,CS(=O)(=O)Nc1ccc(NC(=O)c2ccc(-n3ccccc3=O)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,CS(=O)(=O)Nc1ccc(NC(=O)c2ccc(-n3ccccc3=O)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,CS(=O)(=O)Nc1ccc(NC(=O)c2ccc(-n3ccccc3=O)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,pKi,9.920818753952375,9.920818753952375,9.920818753952375,0.0,9.920818753952375,9.920818753952375,0.0,False,1,1,1,1,1,0.12,0.12,0.12,37,537.9850000000001,B,CHEMBL930381,CHEMBL1145623,2166720
CHEMBL363962,N=C(N)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-n3cnc4cc(N)ccc43)cc2F)c1,N=C(N)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-n3cnc4cc(N)ccc43)cc2F)c1,N=C(N)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-n3cnc4cc(N)ccc43)cc2F)c1,pKi,9.920818753952375,9.920818753952375,9.920818753952375,0.0,9.920818753952375,9.920818753952375,0.0,False,1,1,1,1,1,0.12,0.12,0.12,38,522.4660000000001,B,CHEMBL827136,CHEMBL1137915,1455506
CHEMBL369165,CCC(C)c1nc2ccc(OC3CCN(C(C)=N)CC3)cc2n1Cc1ccc2ccc(C(=N)N)cc2c1,CCC(C)c1nc2ccc(OC3CCN(C(C)=N)CC3)cc2n1Cc1ccc2ccc(C(=N)N)cc2c1,CCC(C)c1nc2ccc(OC3CCN(C(C)=N)CC3)cc2n1Cc1ccc2ccc(C(=N)N)cc2c1,pKi,9.920818753952375,9.920818753952375,9.920818753952375,0.0,9.920818753952375,9.920818753952375,0.0,False,1,1,1,1,1,0.12,0.12,0.12,37,496.6590000000003,B,CHEMBL661804,CHEMBL1133358,55653
CHEMBL374306,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(-c4ccccc4S(C)(=O)=O)cc2)CC3)c(S(N)(=O)=O)c1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(-c4ccccc4S(C)(=O)=O)cc2)CC3)c(S(N)(=O)=O)c1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(-c4ccccc4S(C)(=O)=O)cc2)CC3)c(S(N)(=O)=O)c1,pKi,9.920818753952375,9.920818753952375,9.920818753952375,0.0,9.920818753952375,9.920818753952375,0.0,False,1,1,1,1,1,0.12,0.12,0.12,42,620.6310000000001,B,CHEMBL913626,CHEMBL1139730,1809527
CHEMBL378222,Nc1noc2ccc(-n3nc(C(F)(F)F)c4c3C(=O)N(c3ccc(-c5ccccc5CN5CC[C@H](O)C5)cc3)CC4)cc12,Nc1noc2ccc(-n3nc(C(F)(F)F)c4c3C(=O)N(c3ccc(-c5ccccc5CN5CC[C@H](O)C5)cc3)CC4)cc12,Nc1noc2ccc(-n3nc(C(F)(F)F)c4c3C(=O)N(c3ccc(-c5ccccc5CN5CC[C@H](O)C5)cc3)CC4)cc12,pKi,9.920818753952375,9.920818753952375,9.920818753952375,0.0,9.920818753952375,9.920818753952375,0.0,False,1,1,1,1,1,0.12,0.12,0.12,43,588.5900000000001,B,CHEMBL868637,CHEMBL1146858,1755191
CHEMBL427276,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C2=NCCO2)C(C)(C)C)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C2=NCCO2)C(C)(C)C)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C2=NCCO2)C(C)(C)C)c1Cl,pKi,9.920818753952375,9.920818753952375,9.920818753952375,0.0,9.920818753952375,9.920818753952375,0.0,False,1,1,1,1,1,0.12,0.12,0.12,39,610.9510000000001,B,CHEMBL889317,CHEMBL1145379,1901390
CHEMBL461090,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CNC5CCCC5)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CNC5CCCC5)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CNC5CCCC5)CC4)cc2)CC3)cc1,pKi,9.920818753952375,9.920818753952375,9.920818753952375,0.0,9.920818753952375,9.920818753952375,0.0,False,1,1,1,1,1,0.12,0.12,0.12,38,524.5870000000004,B,CHEMBL946423,CHEMBL1157522,2447237
CHEMBL468783,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)CCO)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)CCO)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)CCO)CC4)cc2)CC3)cc1,pKi,9.920818753952375,9.920818753952375,9.920818753952375,0.0,9.920818753952375,9.920818753952375,0.0,False,1,1,1,1,1,0.12,0.12,0.12,36,500.52100000000036,B,CHEMBL1010168,CHEMBL1154516,2619877
CHEMBL436791,CN(C)Cc1ccccc1-c1ccc(N2CCc3c(C(F)(F)F)nn(-c4ccc5onc(N)c5c4)c3C2=O)c(F)c1,CN(C)Cc1ccccc1-c1ccc(N2CCc3c(C(F)(F)F)nn(-c4ccc5onc(N)c5c4)c3C2=O)c(F)c1,CN(C)Cc1ccccc1-c1ccc(N2CCc3c(C(F)(F)F)nn(-c4ccc5onc(N)c5c4)c3C2=O)c(F)c1,pKi,9.886056647693163,9.886056647693163,9.886056647693163,0.0,9.886056647693163,9.886056647693163,0.0,False,1,1,1,1,1,0.13,0.13,0.13,41,564.5430000000001,B,CHEMBL868637,CHEMBL1146858,1755208
CHEMBL442457,O=C(O)CN(C1CCCN(c2ccc(-n3ccccc3=O)cc2)C1=O)S(=O)(=O)c1cc2ccc(Cl)nc2s1,O=C(O)CN(C1CCCN(c2ccc(-n3ccccc3=O)cc2)C1=O)S(=O)(=O)c1cc2ccc(Cl)nc2s1,O=C(O)CN(C1CCCN(c2ccc(-n3ccccc3=O)cc2)C1=O)S(=O)(=O)c1cc2ccc(Cl)nc2s1,pKi,9.886056647693163,9.886056647693163,9.886056647693163,0.0,9.886056647693163,9.886056647693163,0.0,False,1,1,1,1,1,0.13,0.13,0.13,38,573.0520000000001,B,CHEMBL933439,CHEMBL1143881,2121471
CHEMBL259534,O=C(Nc1ccccc1C(=O)Nc1ccc(Cl)cn1)c1ccc(-n2ccccc2=O)cc1,O=C(Nc1ccccc1C(=O)Nc1ccc(Cl)cn1)c1ccc(-n2ccccc2=O)cc1,O=C(Nc1ccccc1C(=O)Nc1ccc(Cl)cn1)c1ccc(-n2ccccc2=O)cc1,pKi,9.853871964321762,9.853871964321762,9.853871964321762,0.0,9.853871964321762,9.853871964321762,0.0,False,2,2,2,1,1,0.14,0.14,0.14,32,444.8780000000001,B,CHEMBL3413863;CHEMBL930381,CHEMBL1145623;CHEMBL3407352,15199095;2166703
CHEMBL256152,O=C(Nc1ccc(Br)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(N2CCCCC2=O)cc1,O=C(Nc1ccc(Br)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(N2CCCCC2=O)cc1,O=C(Nc1ccc(Br)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(N2CCCCC2=O)cc1,pKi,9.853871964321762,9.853871964321762,9.853871964321762,0.0,9.853871964321762,9.853871964321762,0.0,False,1,1,1,1,1,0.14,0.14,0.14,33,527.8060000000004,B,CHEMBL930381,CHEMBL1145623,2166711
CHEMBL257399,COc1cccc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1ccc(-n2ccccc2=O)cc1,COc1cccc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1ccc(-n2ccccc2=O)cc1,COc1cccc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1ccc(-n2ccccc2=O)cc1,pKi,9.853871964321762,9.853871964321762,9.853871964321762,0.0,9.853871964321762,9.853871964321762,0.0,False,1,1,1,1,1,0.14,0.14,0.14,34,474.90400000000017,B,CHEMBL930381,CHEMBL1145623,2166716
CHEMBL461454,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CCN5CCOCC5)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CCN5CCOCC5)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CCN5CCOCC5)CC4)cc2)CC3)cc1,pKi,9.853871964321762,9.853871964321762,9.853871964321762,0.0,9.853871964321762,9.853871964321762,0.0,False,1,1,1,1,1,0.14,0.14,0.14,38,515.6140000000005,B,CHEMBL1010168,CHEMBL1154516,2619902
CHEMBL479925,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CN5CCC(O)CC5)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CN5CCC(O)CC5)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CN5CCC(O)CC5)CC4)cc2)CC3)cc1,pKi,9.853871964321762,9.853871964321762,9.853871964321762,0.0,9.853871964321762,9.853871964321762,0.0,False,1,1,1,1,1,0.14,0.14,0.14,39,540.5860000000004,B,CHEMBL946423,CHEMBL1157522,2447232
CHEMBL512288,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)CC(N)=O)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)CC(N)=O)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)CC(N)=O)CC4)cc2)CC3)cc1,pKi,9.853871964321762,9.853871964321762,9.853871964321762,0.0,9.853871964321762,9.853871964321762,0.0,False,1,1,1,1,1,0.14,0.14,0.14,37,513.5200000000004,B,CHEMBL1010168,CHEMBL1154516,2619878
CHEMBL517711,CCNC(=O)N(C)CC1(c2ccc(N3CCc4c(C(F)(F)F)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,CCNC(=O)N(C)CC1(c2ccc(N3CCc4c(C(F)(F)F)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,CCNC(=O)N(C)CC1(c2ccc(N3CCc4c(C(F)(F)F)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,pKi,9.853871964321762,9.853871964321762,9.853871964321762,0.0,9.853871964321762,9.853871964321762,0.0,False,1,1,1,1,1,0.14,0.14,0.14,39,541.5740000000001,B,CHEMBL946423,CHEMBL1157522,2447227
CHEMBL237226,CNCc1ccccc1-c1ccc(N2CCc3c(C(N)=O)nn(-c4ccc(OC)cc4)c3C2=O)cc1,CNCc1ccccc1-c1ccc(N2CCc3c(C(N)=O)nn(-c4ccc(OC)cc4)c3C2=O)cc1,CNCc1ccccc1-c1ccc(N2CCc3c(C(N)=O)nn(-c4ccc(OC)cc4)c3C2=O)cc1,pKi,9.83889035263304,9.83889035263304,9.83889035263304,0.021187198436397353,9.823908740944319,9.853871964321762,0.02996322337744317,False,2,2,2,1,1,0.14500000000000002,0.14,0.15,36,481.55600000000015,B,CHEMBL900663;CHEMBL946423,CHEMBL1137566;CHEMBL1157522,1993450;2447286
CHEMBL176140,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(CN)c2)c(F)c1,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(CN)c2)c(F)c1,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(CN)c2)c(F)c1,pKi,9.823908740944319,9.823908740944319,9.763702741811523,0.13462470671422583,9.522878745280337,9.823908740944319,0.30102999566398125,False,5,5,5,1,1,0.15,0.15,0.3,37,532.5190000000002,B,CHEMBL1072755;CHEMBL1273257;CHEMBL5257692;CHEMBL826326;CHEMBL885805,CHEMBL1139065;CHEMBL1145195;CHEMBL1156909;CHEMBL1268866;CHEMBL5257029,1405563;2017325;25089799;3102993;3519203
CHEMBL140072,N=C(N)c1cccc(-c2nocc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,N=C(N)c1cccc(-c2nocc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,N=C(N)c1cccc(-c2nocc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,pKi,9.823908740944319,9.823908740944319,9.823908740944319,0.0,9.823908740944319,9.823908740944319,0.0,False,3,3,3,1,1,0.15,0.15,0.15,33,461.50300000000016,B,CHEMBL1273257;CHEMBL661220;CHEMBL661793,CHEMBL1133078;CHEMBL1145122;CHEMBL1268866,3519198;514164;545162
CHEMBL559015,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(CN)c2)c(F)c1.Cl,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(CN)c2)c(F)c1,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(CN)c2)c(F)c1,pKi,9.823908740944319,9.823908740944319,8.823908740944319,1.7320508075688772,6.823908740944319,9.823908740944319,3.0,True,3,3,3,1,1,0.15,0.15,150.0,37,532.5190000000002,B,CHEMBL661801;CHEMBL662444;CHEMBL863573,CHEMBL1134648;CHEMBL1138952;CHEMBL1145914,1188693;1741698;260451
CHEMBL153611,N=C(N)c1cccc(-c2nocc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1.O=C(O)C(F)(F)F,N=C(N)c1cccc(-c2nocc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,N=C(N)c1cccc(-c2nocc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,pKi,9.823908740944319,9.823908740944319,9.823908740944319,0.0,9.823908740944319,9.823908740944319,0.0,False,2,2,2,1,1,0.15,0.15,0.15,33,461.50300000000016,B,CHEMBL662444;CHEMBL806254,CHEMBL1134213;CHEMBL1134648,237438;293422
CHEMBL204416,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4CN4CCCCC4)cc3F)cc12,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4CN4CCCCC4)cc3F)cc12,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4CN4CCCCC4)cc3F)cc12,pKi,9.823908740944319,9.823908740944319,9.823908740944319,0.0,9.823908740944319,9.823908740944319,0.0,False,1,1,1,1,1,0.15,0.15,0.15,42,578.5700000000004,B,CHEMBL859919,CHEMBL1146127,1703619
CHEMBL323309,N=C(N)c1cccc(C2=NOC(Cn3cnnn3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3Cl)C2)c1.O=C(O)C(F)(F)F,N=C(N)c1cccc(C2=NOC(Cn3cnnn3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3Cl)C2)c1,N=C(N)c1cccc(C2=NOC(Cn3cnnn3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3Cl)C2)c1,pKi,9.823908740944319,9.823908740944319,9.823908740944319,0.0,9.823908740944319,9.823908740944319,0.0,False,1,1,1,1,1,0.15,0.15,0.15,40,580.0300000000001,B,CHEMBL663266,CHEMBL1132652,1039945
CHEMBL3314450,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C(C)(C)CN)cc2)CC3)cc1,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C(C)(C)CN)cc2)CC3)cc1,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C(C)(C)CN)cc2)CC3)cc1,pKi,9.823908740944319,9.823908740944319,9.823908740944319,0.0,9.823908740944319,9.823908740944319,0.0,False,1,1,1,1,1,0.15,0.15,0.15,32,433.5120000000002,B,CHEMBL3371468,CHEMBL3351793,15015123
CHEMBL378092,Nc1noc2ccc(-n3nc(C(F)(F)F)c4c3C(=O)N(c3ccc(-c5ccccc5CN5CCCC5)cc3)CC4)cc12,Nc1noc2ccc(-n3nc(C(F)(F)F)c4c3C(=O)N(c3ccc(-c5ccccc5CN5CCCC5)cc3)CC4)cc12,Nc1noc2ccc(-n3nc(C(F)(F)F)c4c3C(=O)N(c3ccc(-c5ccccc5CN5CCCC5)cc3)CC4)cc12,pKi,9.823908740944319,9.823908740944319,9.823908740944319,0.0,9.823908740944319,9.823908740944319,0.0,False,1,1,1,1,1,0.15,0.15,0.15,42,572.5910000000001,B,CHEMBL868637,CHEMBL1146858,1755118
CHEMBL516771,CNCC1(c2ccc(N3CCc4c(C#N)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,CNCC1(c2ccc(N3CCc4c(C#N)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,CNCC1(c2ccc(N3CCc4c(C#N)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,pKi,9.823908740944319,9.823908740944319,9.823908740944319,0.0,9.823908740944319,9.823908740944319,0.0,False,1,1,1,1,1,0.15,0.15,0.15,32,427.5080000000002,B,CHEMBL1010168,CHEMBL1154516,2619857
CHEMBL356016,N=C(N)c1cccc(-n2nccc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1.O=C(O)C(F)(F)F,N=C(N)c1cccc(-n2nccc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,N=C(N)c1cccc(-n2nccc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,pKi,9.795880017344075,9.795880017344075,9.795880017344075,0.0,9.795880017344075,9.795880017344075,0.0,False,2,2,2,1,1,0.16,0.16,0.16,33,460.5190000000002,B,CHEMBL662444;CHEMBL806254,CHEMBL1134213;CHEMBL1134648,248198;284960
CHEMBL227221,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN2CCN(C)CC2)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN2CCN(C)CC2)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN2CCN(C)CC2)c1Cl,pKi,9.795880017344075,9.795880017344075,9.795880017344075,0.0,9.795880017344075,9.795880017344075,0.0,False,1,1,1,1,1,0.16,0.16,0.16,36,568.9140000000002,B,CHEMBL889317,CHEMBL1145379,1901415
CHEMBL253297,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Cc3ccc(-c4ccccc4S(N)(=O)=O)cc3F)cc12,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Cc3ccc(-c4ccccc4S(N)(=O)=O)cc3F)cc12,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Cc3ccc(-c4ccccc4S(N)(=O)=O)cc3F)cc12,pKi,9.795880017344075,9.795880017344075,9.795880017344075,0.0,9.795880017344075,9.795880017344075,0.0,False,1,1,1,1,1,0.16,0.16,0.16,39,559.5010000000002,B,CHEMBL927722,CHEMBL1140796,2073453
CHEMBL263767,Nc1noc2ccc(-n3nc(C(F)(F)F)c4c3C(=O)N(c3ccc(-c5ccccc5CN5CC[C@@H](O)C5)cc3F)CC4)cc12,Nc1noc2ccc(-n3nc(C(F)(F)F)c4c3C(=O)N(c3ccc(-c5ccccc5CN5CC[C@@H](O)C5)cc3F)CC4)cc12,Nc1noc2ccc(-n3nc(C(F)(F)F)c4c3C(=O)N(c3ccc(-c5ccccc5CN5CC[C@@H](O)C5)cc3F)CC4)cc12,pKi,9.795880017344075,9.795880017344075,9.795880017344075,0.0,9.795880017344075,9.795880017344075,0.0,False,1,1,1,1,1,0.16,0.16,0.16,44,606.5800000000002,B,CHEMBL868637,CHEMBL1146858,1755131
CHEMBL425512,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3F)cc12,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3F)cc12,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3F)cc12,pKi,9.795880017344075,9.795880017344075,9.795880017344075,0.0,9.795880017344075,9.795880017344075,0.0,False,1,1,1,1,1,0.16,0.16,0.16,39,560.4890000000001,B,CHEMBL826326,CHEMBL1145195,1405255
CHEMBL436766,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4CN4CC[C@@H](O)C4)cc3F)cc12,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4CN4CC[C@@H](O)C4)cc3F)cc12,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4CN4CC[C@@H](O)C4)cc3F)cc12,pKi,9.795880017344075,9.795880017344075,9.795880017344075,0.0,9.795880017344075,9.795880017344075,0.0,False,1,1,1,1,1,0.16,0.16,0.16,42,580.5420000000003,B,CHEMBL859919,CHEMBL1146127,1703623
CHEMBL516297,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(C5=NCCN5C)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(C5=NCCN5C)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(C5=NCCN5C)CC4)cc2)CC3)cc1,pKi,9.795880017344075,9.795880017344075,9.795880017344075,0.0,9.795880017344075,9.795880017344075,0.0,False,1,1,1,1,1,0.16,0.16,0.16,37,509.5320000000004,B,CHEMBL1010168,CHEMBL1154516,2619892
CHEMBL518401,CNC1(c2ccc(N3CCc4c(C(F)(F)F)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1.O=C(O)C(F)(F)F,CNC1(c2ccc(N3CCc4c(C(F)(F)F)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,CNC1(c2ccc(N3CCc4c(C(F)(F)F)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,pKi,9.795880017344075,9.795880017344075,9.795880017344075,0.0,9.795880017344075,9.795880017344075,0.0,False,1,1,1,1,1,0.16,0.16,0.16,33,456.46800000000025,B,CHEMBL1010168,CHEMBL1154516,2619875
CHEMBL438647,Cc1nc2c(C(F)(F)F)nn(-c3ccc4onc(N)c4c3)c2c(=O)n1-c1ccc(-c2ccccc2CN(C)C)cc1,Cc1nc2c(C(F)(F)F)nn(-c3ccc4onc(N)c4c3)c2c(=O)n1-c1ccc(-c2ccccc2CN(C)C)cc1,Cc1nc2c(C(F)(F)F)nn(-c3ccc4onc(N)c4c3)c2c(=O)n1-c1ccc(-c2ccccc2CN(C)C)cc1,pKi,9.769551078621726,9.769551078621726,9.769551078621726,0.0,9.769551078621726,9.769551078621726,0.0,False,2,2,2,1,1,0.17,0.17,0.17,41,559.5520000000002,B,CHEMBL1273257;CHEMBL855824,CHEMBL1146891;CHEMBL1268866,1770557;3514964
CHEMBL25461,CC(=N)N1CCC(Oc2ccc(NCc3cccc(-c4cccc(C(=N)N)c4)c3)cc2[N+](=O)[O-])CC1,CC(=N)N1CCC(Oc2ccc(NCc3cccc(-c4cccc(C(=N)N)c4)c3)cc2[N+](=O)[O-])CC1,CC(=N)N1CCC(Oc2ccc(NCc3cccc(-c4cccc(C(=N)N)c4)c3)cc2[N+](=O)[O-])CC1,pKi,9.769551078621726,9.769551078621726,9.769551078621726,0.0,9.769551078621726,9.769551078621726,0.0,False,1,1,1,1,1,0.17,0.17,0.17,36,486.57600000000025,B,CHEMBL661583,CHEMBL1135303,685503
CHEMBL367954,CNCc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1,CNCc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1,CNCc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1,pKi,9.769551078621726,9.769551078621726,9.769551078621726,0.0,9.769551078621726,9.769551078621726,0.0,False,1,1,1,1,1,0.17,0.17,0.17,37,514.4430000000002,B,CHEMBL826326,CHEMBL1145195,1405537
CHEMBL423810,Cc1c(S(=O)(=O)N2CCN(CC(=O)NC(CCCN=C(N)N)C(=O)c3nccs3)C(=O)C2)sc2ccc(Cl)cc12,Cc1c(S(=O)(=O)N2CCN(CC(=O)NC(CCCN=C(N)N)C(=O)c3nccs3)C(=O)C2)sc2ccc(Cl)cc12,Cc1c(S(=O)(=O)N2CCN(CC(=O)NC(CCCN=C(N)N)C(=O)c3nccs3)C(=O)C2)sc2ccc(Cl)cc12,pKi,9.769551078621726,9.769551078621726,9.769551078621726,0.0,9.769551078621726,9.769551078621726,0.0,False,1,1,1,1,1,0.17,0.17,0.17,40,626.1860000000001,B,CHEMBL662880,CHEMBL1136598,958731
